--Patching for National Dex at Start of Game--
Patch successful!

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
034 NIDOKING   : POISON FANG at level 1, DIG at level 1, PSYBEAM at level 1, HYPER BEAM at level 1, TOXIC at level 23
035 CLEFAIRY   : FALSE SWIPE at level 1, WEATHER BALL at level 1, MUD SHOT at level 5, FACADE at level 9, HEADBUTT at level 13, MIST BALL at level 17, SLACK OFF at level 21, TRI ATTACK at level 25, RAZOR WIND at level 29, DETECT at level 33, LEER at level 37, HYPER VOICE at level 41, SPIT UP at level 45
036 CLEFABLE   : SMELLINGSALT at level 1, TRI ATTACK at level 1, HYPER FANG at level 1, EXTREMESPEED at level 1
037 VULPIX     : FAKE OUT at level 1, SPIKE CANNON at level 5, FAINT ATTACK at level 9, STOMP at level 13, HORN ATTACK at level 17, CRUNCH at level 21, FLAMETHROWER at level 25, DOUBLE-EDGE at level 29, HYDRO PUMP at level 33, BLAST BURN at level 37, ERUPTION at level 41
038 NINETALES  : SMELLINGSALT at level 1, BRICK BREAK at level 1, BODY SLAM at level 1, SACRED FIRE at level 1, GUILLOTINE at level 45
039 JIGGLYPUFF : SNORE at level 1, VICEGRIP at level 4, AIR CUTTER at level 9, STOMP at level 14, HORN ATTACK at level 19, HEADBUTT at level 24, SKULL BASH at level 29, IRON TAIL at level 34, VOLT TACKLE at level 39, THUNDER at level 44, HYPER BEAM at level 49
040 WIGGLYTUFF : PECK at level 1, UPROAR at level 1, HYPER FANG at level 1, SPIT UP at level 1
041 ZUBAT      : POISON FANG at level 1, POISON TAIL at level 6, AIR CUTTER at level 11, BITE at level 16, WING ATTACK at level 21, CRUNCH at level 26, DRILL PECK at level 31, AEROBLAST at level 36, MEGAHORN at level 41, SKY ATTACK at level 46
042 GOLBAT     : POISON FANG at level 1, POISON TAIL at level 1, VICEGRIP at level 1, MUD SHOT at level 1, STOMP at level 6, SLUDGE at level 11, TOXIC at level 16, EXTREMESPEED at level 21, SLUDGE BOMB at level 28, SOLARBEAM at level 35, BLIZZARD at level 42, ENCORE at level 49, SKY ATTACK at level 56
043 ODDISH     : FIRE SPIN at level 1, POISON FANG at level 7, POISON TAIL at level 14, GIGA DRAIN at level 16, NEEDLE ARM at level 18, LEAF BLADE at level 23, SKULL BASH at level 32, FRENZY PLANT at level 39
044 GLOOM      : BULLET SEED at level 1, INGRAIN at level 1, RAZOR LEAF at level 1, GIGA DRAIN at level 7, SLUDGE at level 14, PETAL DANCE at level 16, SLUDGE BOMB at level 18, SOLARBEAM at level 24, SUPERPOWER at level 35, FRENZY PLANT at level 44
045 VILEPLUME  : COTTON SPORE at level 1, SYNTHESIS at level 1, ABSORB at level 1, SOLARBEAM at level 1, FRENZY PLANT at level 44
046 PARAS      : SILVER WIND at level 1, WING ATTACK at level 7, DRAGONBREATH at level 13, SPARK at level 19, SIGNAL BEAM at level 25, TAIL WHIP at level 31, MEGAHORN at level 37, VOLT TACKLE at level 43, FRENZY PLANT at level 49
047 PARASECT   : STUN SPORE at level 1, AROMATHERAPY at level 1, FURY CUTTER at level 1, LEECH LIFE at level 7, GIGA DRAIN at level 13, SILVER WIND at level 19, ANCIENTPOWER at level 27, BUBBLEBEAM at level 35, SIGNAL BEAM at level 43, MEGAHORN at level 51, STRING SHOT at level 59
048 VENONAT    : POISON TAIL at level 1, POISON FANG at level 1, MUD SHOT at level 1, SILVER WIND at level 9, NEEDLE ARM at level 17, SLUDGE at level 20, SIGNAL BEAM at level 25, SLUDGE BOMB at level 28, MEGAHORN at level 33, SUPERPOWER at level 36, BLAST BURN at level 41
049 VENOMOTH   : FURY CUTTER at level 1, LEECH LIFE at level 1, POISON FANG at level 1, WEATHER BALL at level 1, POISON TAIL at level 1, SILVER WIND at level 9, SLUDGE at level 17, SIGNAL BEAM at level 20, ICE PUNCH at level 25, DRILL PECK at level 28, CRUNCH at level 31, SLUDGE BOMB at level 36, FIRE BLAST at level 42, MEGAHORN at level 52
050 DIGLETT    : CONFUSION at level 1, MUD SHOT at level 1, DIG at level 5, CRUSH CLAW at level 9, MUD SPORT at level 17, TRI ATTACK at level 25, PROTECT at level 33, BONEMERANG at level 41, EARTHQUAKE at level 49
051 DUGTRIO    : CONFUSION at level 1, SNATCH at level 1, MUD SHOT at level 1, DIG at level 1, SLUDGE at level 5, FISSURE at level 9, MAGNITUDE at level 17, BONE RUSH at level 25, LOVELY KISS at level 26, EXTREMESPEED at level 38, BONEMERANG at level 51, EARTHQUAKE at level 64
052 MEOWTH     : HORN ATTACK at level 1, SECRET POWER at level 1, SLASH at level 11, FACADE at level 20, BATON PASS at level 28, HYPER VOICE at level 35, SPIT UP at level 41, DOUBLE-EDGE at level 46, MEGA KICK at level 50
053 PERSIAN    : DOUBLE TEAM at level 1, FACADE at level 1, DIZZY PUNCH at level 1, FIRE PUNCH at level 11, RAZOR WIND at level 20, EXTREMESPEED at level 29, BODY SLAM at level 38, EGG BOMB at level 46, DOUBLE-EDGE at level 53, CONVERSION 2 at level 59
054 PSYDUCK    : AROMATHERAPY at level 1, BUBBLE at level 1, WATER PULSE at level 5, SWALLOW at level 10, BUBBLEBEAM at level 16, CRUSH CLAW at level 23, OUTRAGE at level 31, HYDRO PUMP at level 40, HYDRO CANNON at level 50
055 GOLDUCK    : WATER PULSE at level 1, BUBBLEBEAM at level 1, FACADE at level 1, HYPER FANG at level 1, MUDDY WATER at level 5, HEAT WAVE at level 10, SPIT UP at level 16, HYDRO PUMP at level 23, MEGA KICK at level 31, WATER SPOUT at level 44, HYDRO CANNON at level 58
056 MANKEY     : KARATE CHOP at level 1, VICEGRIP at level 1, VITAL THROW at level 9, JUMP KICK at level 15, SLASH at level 21, BRICK BREAK at level 27, HEAL BELL at level 33, CROSS CHOP at level 39, EGG BOMB at level 45, DYNAMICPUNCH at level 51
057 PRIMEAPE   : WEATHER BALL at level 1, ROCK THROW at level 1, KARATE CHOP at level 1, VICEGRIP at level 1, REVENGE at level 9, MEDITATE at level 15, VITAL THROW at level 21, SECRET POWER at level 27, SHARPEN at level 28, SPIT UP at level 36, CROSS CHOP at level 45, DYNAMICPUNCH at level 54, SUPERPOWER at level 63
058 GROWLITHE  : EMBER at level 1, POISON TAIL at level 1, VICEGRIP at level 7, HORN ATTACK at level 13, SECRET POWER at level 19, EXTRASENSORY at level 25, BODY SLAM at level 31, BLAZE KICK at level 37, SKULL BASH at level 43, HEAT WAVE at level 49
059 ARCANINE   : SCRATCH at level 1, FIRE PUNCH at level 1, SKULL BASH at level 1, SACRED FIRE at level 1, HEAT WAVE at level 49
060 POLIWAG    : WATER PULSE at level 1, BUBBLEBEAM at level 7, FACADE at level 13, BRICK BREAK at level 19, HI JUMP KICK at level 25, HYDRO PUMP at level 31, WATER SPOUT at level 37, HYDRO CANNON at level 43
061 POLIWHIRL  : RAZOR LEAF at level 1, WATER PULSE at level 1, BUBBLEBEAM at level 1, TRI ATTACK at level 7, SKY UPPERCUT at level 13, THRASH at level 19, CROSS CHOP at level 27, HYDRO PUMP at level 35, WATER SPOUT at level 43, HYDRO CANNON at level 51
062 POLIWRATH  : REVENGE at level 1, WATER PULSE at level 1, MEMENTO at level 1, BUBBLEBEAM at level 1, SEISMIC TOSS at level 35, TRI ATTACK at level 51
063 ABRA       : SLASH at level 1
064 KADABRA    : LICK at level 1, CONFUSION at level 1, PSYBEAM at level 1, LUSTER PURGE at level 16, MIST BALL at level 18, JUMP KICK at level 21, GROWTH at level 23, EXTRASENSORY at level 25, MAGIC COAT at level 30, PSYWAVE at level 33, PSYCHIC at level 36, PSYCHO BOOST at level 43
065 ALAKAZAM   : CONFUSION at level 1, PSYBEAM at level 1, LUSTER PURGE at level 1, MIST BALL at level 16, EXTRASENSORY at level 18, PSYCHIC at level 21, HYPER VOICE at level 23, SKULL BASH at level 25, MEGA KICK at level 30, COSMIC POWER at level 33, PSYCHO BOOST at level 36, BARRIER at level 43
066 MACHOP     : KARATE CHOP at level 1, POISON FANG at level 1, REVENGE at level 7, SMELLINGSALT at level 13, STOMP at level 19, LEAF BLADE at level 22, VITAL THROW at level 25, RAZOR WIND at level 31, DETECT at level 37, HI JUMP KICK at level 40, DYNAMICPUNCH at level 43, SELFDESTRUCT at level 49
067 MACHOKE    : TRIPLE KICK at level 1, ROLLING KICK at level 1, REVENGE at level 1, HORN ATTACK at level 7, HEADBUTT at level 13, FACADE at level 19, VITAL THROW at level 22, BRICK BREAK at level 25, HI JUMP KICK at level 33, SKY UPPERCUT at level 41, DYNAMICPUNCH at level 46, HEAT WAVE at level 51, CROSS CHOP at level 59
068 MACHAMP    : KARATE CHOP at level 1, UPROAR at level 1, DOUBLE KICK at level 1, JUMP KICK at level 7, SLASH at level 13, VITAL THROW at level 19, BRICK BREAK at level 22, SKY UPPERCUT at level 25, HI JUMP KICK at level 33, EGG BOMB at level 41, MEGA KICK at level 46, SOLARBEAM at level 51, SUPERPOWER at level 59
069 BELLSPROUT : BIND at level 1, ROCK THROW at level 6, RAZOR LEAF at level 11, NEEDLE ARM at level 15, GIGA DRAIN at level 17, LEAF BLADE at level 19, HI JUMP KICK at level 23, SLEEP POWDER at level 30, SOLARBEAM at level 37, FRENZY PLANT at level 45
070 WEEPINBELL : ABSORB at level 1, BULLET SEED at level 1, VINE WHIP at level 1, POISON FANG at level 6, RAZOR LEAF at level 11, GIGA DRAIN at level 15, NEEDLE ARM at level 17, SLUDGE at level 19, LEAF BLADE at level 24, PETAL DANCE at level 33, SOLARBEAM at level 42, FRENZY PLANT at level 54
071 VICTREEBEL : MACH PUNCH at level 1, GIGA DRAIN at level 1, STOMP at level 1, LEAF BLADE at level 1
072 TENTACOOL  : POISON STING at level 1, POISON FANG at level 6, POISON TAIL at level 12, MUD SHOT at level 19, SLUDGE at level 25, SLASH at level 30, SLUDGE BOMB at level 36, OUTRAGE at level 43, WATER SPOUT at level 49
073 TENTACRUEL : POISON TAIL at level 1, POISON FANG at level 1, WATER PULSE at level 1, OCTAZOOKA at level 6, BUBBLEBEAM at level 12, STOMP at level 19, SLUDGE BOMB at level 25, EGG BOMB at level 30, HYDRO PUMP at level 38, WATER SPOUT at level 47, HYDRO CANNON at level 55
074 GEODUDE    : ROLLOUT at level 1, ROCK THROW at level 1, MUD SHOT at level 6, ANCIENTPOWER at level 11, DIG at level 16, CRUSH CLAW at level 21, ROCK SLIDE at level 26, TRI ATTACK at level 31, BONEMERANG at level 36, ZAP CANNON at level 41, MEGA KICK at level 46
075 GRAVELER   : SAND TOMB at level 1, ROCK THROW at level 1, MUD SHOT at level 1, DIG at level 1, FOCUS ENERGY at level 6, GUILLOTINE at level 11, ANCIENTPOWER at level 16, SILVER WIND at level 21, ROCK SLIDE at level 29, HYPER FANG at level 37, THRASH at level 45, BONEMERANG at level 53, EARTHQUAKE at level 62
076 GOLEM      : ROCK THROW at level 1, MUD SHOT at level 1, DIG at level 1, ANCIENTPOWER at level 1, MIST BALL at level 6, DIZZY PUNCH at level 11, ROCK SLIDE at level 16, SANDSTORM at level 21, BLAZE KICK at level 29, THUNDERBOLT at level 37, BONEMERANG at level 45, SKULL BASH at level 53, BLIZZARD at level 62
077 PONYTA     : COMET PUNCH at level 1, RAZOR LEAF at level 5, FLAME WHEEL at level 9, TRI ATTACK at level 14, EXTREMESPEED at level 19, BONEMERANG at level 25, DOUBLE-EDGE at level 31, FIRE BLAST at level 38, STUN SPORE at level 45, ERUPTION at level 53
078 RAPIDASH   : RAZOR LEAF at level 1, FLAME WHEEL at level 1, DIZZY PUNCH at level 1, CRUSH CLAW at level 1, FIRE PUNCH at level 5, BLAZE KICK at level 9, FLAMETHROWER at level 14, HEAT WAVE at level 19, SACRED FIRE at level 25, MEGAHORN at level 31, FIRE BLAST at level 38, OVERHEAT at level 40, ERUPTION at level 50, BLAST BURN at level 63
079 SLOWPOKE   : CONFUSION at level 1, WATER PULSE at level 1, BUBBLEBEAM at level 1, LUSTER PURGE at level 6, CRUSH CLAW at level 15, TRICK at level 20, PSYCHIC at level 29, HYDRO PUMP at level 34, WATER SPOUT at level 43, HYDRO CANNON at level 48
080 SLOWBRO    : CONFUSION at level 1, WATER PULSE at level 1, REVENGE at level 1, PSYBEAM at level 1, BUBBLEBEAM at level 6, MIST BALL at level 15, IMPRISON at level 20, LUSTER PURGE at level 29, HYDRO PUMP at level 34, PSYCHO BOOST at level 37, WATER SPOUT at level 46, HYDRO CANNON at level 54
081 MAGNEMITE  : MUD SHOT at level 1, WING ATTACK at level 1, SPARK at level 6, HORN ATTACK at level 11, DIZZY PUNCH at level 16, THUNDERPUNCH at level 21, EXTREMESPEED at level 26, THUNDERBOLT at level 32, ZAP CANNON at level 38, VOLT TACKLE at level 44, THUNDER at level 50
082 MAGNETON   : METAL CLAW at level 1, STEEL WING at level 1, SLASH at level 1, ROCK SLIDE at level 1, THUNDERPUNCH at level 6, BLAZE KICK at level 11, THUNDERBOLT at level 16, IRON TAIL at level 21, METEOR MASH at level 26, ZAP CANNON at level 35, DOOM DESIRE at level 44, THUNDER at level 53, VOLT TACKLE at level 62
083 FARFETCH’D : METAL CLAW at level 1, VICEGRIP at level 6, WING ATTACK at level 11, SLASH at level 16, RAZOR WIND at level 21, DRILL PECK at level 26, AEROBLAST at level 31, MEGA KICK at level 36, FEATHERDANCE at level 41, SKY ATTACK at level 46
084 DODUO      : PIN MISSILE at level 1, UPROAR at level 1, AIR CUTTER at level 9, WING ATTACK at level 13, SLASH at level 21, RAZOR WIND at level 25, DRILL PECK at level 33, AEROBLAST at level 37, SKY ATTACK at level 45
085 DODRIO     : WEATHER BALL at level 1, AIR CUTTER at level 1, AERIAL ACE at level 1, SLASH at level 1, TRI ATTACK at level 9, DRILL PECK at level 13, RAZOR WIND at level 21, HYPER VOICE at level 25, AEROBLAST at level 38, SOLARBEAM at level 47, SKY ATTACK at level 60
086 SEEL       : WATER PULSE at level 1, BUBBLEBEAM at level 9, DIZZY PUNCH at level 17, METEOR MASH at level 21, EGG BOMB at level 29, HYDRO PUMP at level 37, WATER SPOUT at level 41, HYDRO CANNON at level 49
087 DEWGONG    : WATER GUN at level 1, ICY WIND at level 1, AURORA BEAM at level 1, CRUSH CLAW at level 1, EXTREMESPEED at level 9, ICE BEAM at level 17, WITHDRAW at level 21, BONEMERANG at level 29, DOUBLE-EDGE at level 34, BELLY DRUM at level 42, WATER SPOUT at level 51, HYDRO CANNON at level 64
088 GRIMER     : POISON STING at level 1, POISON FANG at level 1, POISON TAIL at level 4, SPIKE CANNON at level 8, SLUDGE at level 13, VITAL THROW at level 19, SLASH at level 26, CRUSH CLAW at level 34, EXTREMESPEED at level 43, SLUDGE BOMB at level 53
089 MUK        : ACID at level 1, POISON FANG at level 1, POISON TAIL at level 1, POISON GAS at level 4, SLUDGE at level 8, JUMP KICK at level 13, TRI ATTACK at level 19, BODY SLAM at level 26, TOXIC at level 34, SLUDGE BOMB at level 47, THUNDER at level 61
090 SHELLDER   : ANCIENTPOWER at level 1, WATER PULSE at level 1, STOMP at level 9, ODOR SLEUTH at level 17, BUBBLEBEAM at level 25, FACADE at level 33, MUDDY WATER at level 41, WATER SPOUT at level 49
091 CLOYSTER   : WATER PULSE at level 1, SLUDGE at level 1, AURORA BEAM at level 1, ICE BEAM at level 1, ATTRACT at level 33, BLIZZARD at level 41
092 GASTLY     : POISON FANG at level 1, POISON TAIL at level 1, ICY WIND at level 8, BITE at level 13, SLUDGE at level 16, SHADOW BALL at level 21, TRI ATTACK at level 28, HYPER VOICE at level 33, SLUDGE BOMB at level 36
093 HAUNTER    : POISON FANG at level 1, POISON TAIL at level 1, BITE at level 1, REVENGE at level 8, SPITE at level 13, SMELLINGSALT at level 16, WATER PULSE at level 21, SLUDGE at level 25, SHADOW BALL at level 31, BLAZE KICK at level 39, SLUDGE BOMB at level 48
094 GENGAR     : POISON STING at level 1, POISON TAIL at level 1, SHADOW PUNCH at level 1, WATER PULSE at level 8, NIGHT SHADE at level 13, SLUDGE at level 16, THUNDERPUNCH at level 21, SHADOW BALL at level 25, SLUDGE BOMB at level 31, DYNAMICPUNCH at level 39, BLAST BURN at level 48
095 ONIX       : ROCK THROW at level 1, MUD SHOT at level 1, DIG at level 9, SANDSTORM at level 13, ANCIENTPOWER at level 21, ROCK SLIDE at level 25, TRI ATTACK at level 33, EXTREMESPEED at level 37, EARTHQUAKE at level 45, SAND-ATTACK at level 49, BONEMERANG at level 57
096 DROWZEE    : CONFUSION at level 1, PSYBEAM at level 1, LUSTER PURGE at level 10, SLASH at level 18, EXTRASENSORY at level 25, THRASH at level 31, PSYCHIC at level 36, SPIT UP at level 40, MEGA KICK at level 43, REFLECT at level 45
097 HYPNO      : CONFUSION at level 1, KINESIS at level 1, SMELLINGSALT at level 1, SLASH at level 1, LUSTER PURGE at level 10, MEDITATE at level 18, EXTRASENSORY at level 25, PSYCHIC at level 33, SKULL BASH at level 40, EGG BOMB at level 49, DOUBLE-EDGE at level 55, WATER SPOUT at level 60
098 KRABBY     : WATER PULSE at level 1, BUBBLEBEAM at level 5, CRUSH CLAW at level 12, CONVERSION 2 at level 16, EXTREMESPEED at level 23, HYDRO PUMP at level 27, PSYCHO BOOST at level 34, WATER SPOUT at level 41, HYDRO CANNON at level 45
099 KINGLER    : WHIRLPOOL at level 1, FORESIGHT at level 1, BUBBLE at level 1, CLAMP at level 5, WATER PULSE at level 12, SMELLINGSALT at level 16, BUBBLEBEAM at level 23, CRABHAMMER at level 27, CROSS CHOP at level 38, HYDRO PUMP at level 49, HYDRO CANNON at level 57
100 VOLTORB    : THUNDERSHOCK at level 1, NEEDLE ARM at level 1, THUNDERPUNCH at level 8, HI JUMP KICK at level 15, THUNDERBOLT at level 21, ZAP CANNON at level 27, VOLT TACKLE at level 32, THUNDER at level 37, BLAST BURN at level 42, HYPER BEAM at level 46, WATER SPOUT at level 49
101 ELECTRODE  : PSYBEAM at level 1, SPARK at level 1, SLASH at level 1, DIZZY PUNCH at level 1, CHARGE at level 8, SMOKESCREEN at level 15, TRI ATTACK at level 21, HEAL BELL at level 27, HYPER FANG at level 34, THUNDERBOLT at level 41, ZAP CANNON at level 48, VOLT TACKLE at level 54, THUNDER at level 59
102 EXEGGCUTE  : GIGA DRAIN at level 1, NEEDLE ARM at level 1, MIST BALL at level 1, LUSTER PURGE at level 7, LEAF BLADE at level 13, PSYCHIC at level 19, THUNDERBOLT at level 25, MEGAHORN at level 31, DOUBLE-EDGE at level 37, FRENZY PLANT at level 43
103 EXEGGUTOR  : AMNESIA at level 1, GIGA DRAIN at level 1, PETAL DANCE at level 1, CALM MIND at level 19, FIRE PUNCH at level 31
104 CUBONE     : MUD SHOT at level 1, DIG at level 5, HEADBUTT at level 9, RAZOR WIND at level 13, SPIKES at level 17, EXTRASENSORY at level 21, MUD SPORT at level 25, HI JUMP KICK at level 29, BONEMERANG at level 33, AEROBLAST at level 37, EARTHQUAKE at level 41, MEGAHORN at level 45
105 MAROWAK    : SAND TOMB at level 1, AIR CUTTER at level 1, MUD SHOT at level 1, DIG at level 1, SMELLINGSALT at level 5, BONE CLUB at level 9, LEAF BLADE at level 13, SIGNAL BEAM at level 17, RAZOR WIND at level 21, EXTRASENSORY at level 25, SPIT UP at level 32, BONEMERANG at level 39, EARTHQUAKE at level 46, DYNAMICPUNCH at level 53, DOUBLE-EDGE at level 61
106 HITMONLEE  : SHEER COLD at level 1, CONSTRICT at level 1, METAL CLAW at level 6, STOMP at level 11, JUMP KICK at level 16, SLASH at level 20, DIZZY PUNCH at level 21, BRICK BREAK at level 26, HYPER FANG at level 31, SKY UPPERCUT at level 36, HI JUMP KICK at level 41, DYNAMICPUNCH at level 46, VOLT TACKLE at level 51
107 HITMONCHAN : ARM THRUST at level 1, KARATE CHOP at level 1, VITAL THROW at level 7, ROCK SLIDE at level 13, HI JUMP KICK at level 20, CROSS CHOP at level 26, DYNAMICPUNCH at level 26, FOLLOW ME at level 26, HEAT WAVE at level 32, MAGNITUDE at level 38, SUPERPOWER at level 44, FOCUS PUNCH at level 50
108 LICKITUNG  : FURY SWIPES at level 1, DIZZY PUNCH at level 7, FACADE at level 12, RAZOR WIND at level 18, HYPER FANG at level 23, TRI ATTACK at level 29, HYPER VOICE at level 34, PSYWAVE at level 40, MEGA KICK at level 45, HYPER BEAM at level 51
109 KOFFING    : CHARM at level 1, POISON FANG at level 1, MUD SHOT at level 9, HEADBUTT at level 17, SECRET POWER at level 21, BLAZE KICK at level 25, SLUDGE BOMB at level 33, EGG BOMB at level 41, HYPER BEAM at level 45, ACID ARMOR at level 49
110 WEEZING    : ACID at level 1, POISON FANG at level 1, POISON TAIL at level 1, ICY WIND at level 1, SLUDGE at level 9, STEEL WING at level 17, TOXIC at level 21, HYPER FANG at level 25, RAZOR WIND at level 33, SLUDGE BOMB at level 44, SKULL BASH at level 51, POISONPOWDER at level 58
111 RHYHORN    : MUD-SLAP at level 1, ROCK TOMB at level 1, MUD SHOT at level 10, DIG at level 15, MAGNITUDE at level 24, SLASH at level 29, ROCK BLAST at level 38, ROCK SLIDE at level 43, BONEMERANG at level 52, EARTHQUAKE at level 57
112 RHYDON     : SCRATCH at level 1, CONFUSION at level 1, ROCK THROW at level 1, MUD SHOT at level 1, DIG at level 10, SILVER WIND at level 15, SMELLINGSALT at level 24, ANCIENTPOWER at level 29, JUMP KICK at level 38, ROCK SLIDE at level 46, EARTHQUAKE at level 58, BONEMERANG at level 66
113 CHANSEY    : EMBER at level 1, STOMP at level 1, PSYBEAM at level 5, SLASH at level 9, HEADBUTT at level 13, FACADE at level 17, VITAL THROW at level 23, CRUSH CLAW at level 29, RAZOR WIND at level 35, PROTECT at level 41, HYPER FANG at level 49, SKULL BASH at level 57
114 TANGELA    : ABSORB at level 1, UPROAR at level 1, REFRESH at level 4, POISON TAIL at level 10, RAZOR LEAF at level 13, NEEDLE ARM at level 19, HORN ATTACK at level 22, LEAF BLADE at level 28, SYNTHESIS at level 31, PETAL DANCE at level 37, TRI ATTACK at level 40, MEGAHORN at level 46
115 KANGASKHAN : UPROAR at level 1, KARATE CHOP at level 1, AIR CUTTER at level 7, SPLASH at level 13, SUPERSONIC at level 19, BITE at level 25, DIZZY PUNCH at level 31, HEADBUTT at level 37, TRI ATTACK at level 43, HYPER VOICE at level 49
116 HORSEA     : WATER PULSE at level 1, BUBBLEBEAM at level 8, BODY SLAM at level 15, EARTHQUAKE at level 22, HYDRO PUMP at level 29, WATER SPOUT at level 36, HYPER BEAM at level 43, HYDRO CANNON at level 50
117 SEADRA     : UPROAR at level 1, ICY WIND at level 1, LEER at level 1, WATER PULSE at level 1, BUBBLEBEAM at level 8, DIZZY PUNCH at level 15, FIRE PUNCH at level 22, EGG BOMB at level 29, HYDRO PUMP at level 40, WATER SPOUT at level 51, HYDRO CANNON at level 62
118 GOLDEEN    : TRICK at level 1, UPROAR at level 1, BUBBLEBEAM at level 1, BODY SLAM at level 10, OUTRAGE at level 15, MUDDY WATER at level 24, SCARY FACE at level 29, HYDRO PUMP at level 38, WATER SPOUT at level 43, HARDEN at level 52
119 SEAKING    : UPROAR at level 1, WATER PULSE at level 1, BUBBLEBEAM at level 1, SECRET POWER at level 1, DRILL PECK at level 10, TRI ATTACK at level 15, THRASH at level 24, EGG BOMB at level 29, HYDRO PUMP at level 41, WATER SPOUT at level 49, HYDRO CANNON at level 61
120 STARYU     : CLAMP at level 1, UPROAR at level 1, POISON FANG at level 6, WATER PULSE at level 10, BUBBLEBEAM at level 15, TRI ATTACK at level 19, WATER SPORT at level 24, HYPER VOICE at level 28, HYDRO PUMP at level 33, WATER SPOUT at level 37, HYDRO CANNON at level 42, HYPER BEAM at level 46
121 STARMIE    : MIRROR COAT at level 1, WATER PULSE at level 1, BUBBLEBEAM at level 1, EXTRASENSORY at level 1, HI JUMP KICK at level 33
122 MR. MIME   : POUND at level 1, CONFUSION at level 5, VICEGRIP at level 9, PSYBEAM at level 13, DIZZY PUNCH at level 17, KINESIS at level 21, MIST BALL at level 21, LUSTER PURGE at level 25, EXTRASENSORY at level 29, SHADOW BALL at level 33, IMPRISON at level 37, PSYCHIC at level 41, SPIT UP at level 45, PSYCHO BOOST at level 49, HYPNOSIS at level 53
123 SCYTHER    : LEECH LIFE at level 1, POISON TAIL at level 1, RAZOR LEAF at level 6, SILVER WIND at level 11, SMELLINGSALT at level 16, FLAME WHEEL at level 21, SIGNAL BEAM at level 26, ROCK SLIDE at level 31, TAKE DOWN at level 36, METEOR MASH at level 41, MEGAHORN at level 46
124 JYNX       : ICICLE SPEAR at level 1, CONFUSION at level 1, SKILL SWAP at level 1, ICY WIND at level 1, PSYBEAM at level 9, AURORA BEAM at level 13, HYPER FANG at level 21, SHEER COLD at level 25, PSYCHIC at level 35, HARDEN at level 41, SKULL BASH at level 51, METEOR MASH at level 57, PSYCHO BOOST at level 67
125 ELECTABUZZ : THUNDER WAVE at level 1, REVENGE at level 1, SPARK at level 1, HORN ATTACK at level 9, HEADBUTT at level 17, HYPER FANG at level 25, BLAZE KICK at level 36, THUNDERBOLT at level 47, ZAP CANNON at level 58
126 MAGMAR     : WEATHER BALL at level 1, GIGA DRAIN at level 1, BODY SLAM at level 1, IRON TAIL at level 1, MINIMIZE at level 7, EGG BOMB at level 13, SPIT UP at level 19, DEFENSE CURL at level 25, MEGAHORN at level 33, DOUBLE-EDGE at level 41, OVERHEAT at level 49, BLAST BURN at level 57
127 PINSIR     : SILVER WIND at level 1, SIGNAL BEAM at level 1, THUNDERPUNCH at level 7, EXTREMESPEED at level 13, BLAZE KICK at level 19, STRING SHOT at level 25, EARTHQUAKE at level 31, EGG BOMB at level 37, SKULL BASH at level 43, MEGAHORN at level 49
128 TAUROS     : COVET at level 1, COMET PUNCH at level 4, DIZZY PUNCH at level 8, HEADBUTT at level 13, SLASH at level 19, EXTREMESPEED at level 26, DOUBLE-EDGE at level 34, MEGAHORN at level 43, HYDRO PUMP at level 53
129 MAGIKARP   : WEATHER BALL at level 1, WATER PULSE at level 15, FACADE at level 30
130 GYARADOS   : WATER GUN at level 1, WING ATTACK at level 20, BUBBLEBEAM at level 25, VITAL THROW at level 30, WITHDRAW at level 35, AEROBLAST at level 40, HYDRO PUMP at level 45, HYDRO CANNON at level 50, WATER SPOUT at level 55
131 LAPRAS     : WHIRLPOOL at level 1, ICY WIND at level 1, WATER PULSE at level 1, BUBBLEBEAM at level 7, AURORA BEAM at level 13, STEEL WING at level 19, ICE BEAM at level 25, HYDRO PUMP at level 31, WATER SPORT at level 37, BLIZZARD at level 43, HYDRO CANNON at level 49, WATER SPOUT at level 55
132 DITTO      : HYPER BEAM at level 1
133 EEVEE      : FAKE OUT at level 1, SMELLINGSALT at level 1, STOMP at level 1, HEADBUTT at level 8, TRI ATTACK at level 16, EXTREMESPEED at level 23, HYPER VOICE at level 30, EARTHQUAKE at level 36, SPIT UP at level 42
134 VAPOREON   : CLAMP at level 1, YAWN at level 1, WATER PULSE at level 1, BUBBLEBEAM at level 8, SLASH at level 16, PSYCHIC at level 23, BONEMERANG at level 30, DOUBLE-EDGE at level 36, HYDRO PUMP at level 42, WATER SPOUT at level 47, HYDRO CANNON at level 52
135 JOLTEON    : SILVER WIND at level 1, SPARK at level 1, LUSTER PURGE at level 1, THUNDERPUNCH at level 8, THUNDERBOLT at level 16, BONEMERANG at level 23, ZAP CANNON at level 30, THUNDER at level 36, VOLT TACKLE at level 42, BLIZZARD at level 47, HYPER BEAM at level 52
